Order_ID,Order_Date,City,State,Category,Quantity,Unit_Price_INR,Discount,Sales_INR,Profit_INR,Payment_Method,Channel
IN102748,2025-04-30,Delhi,Delhi,Home & Kitchen,3,2215.2,0.05,6313.32,1894.0,Cash,Online
IN102749,2025-01-11,Delhi,Delhi,Beauty,4,656.95,0.1,2365.02,756.81,Credit Card,Online
IN102750,2025-10-13,Bengaluru,Karnataka,Clothing,2,1625.31,0.0,3250.62,910.17,UPI,Store
IN102751,2025-02-11,Ahmedabad,Gujarat,Home & Kitchen,4,2102.7,0.3,5887.56,1766.27,Cash,Online
IN102752,2024-04-28,Ahmedabad,Gujarat,Beauty,2,755.24,0.15,1283.91,410.85,Cash,Store
IN102753,2024-09-27,Kolkata,West Bengal,Home & Kitchen,4,1391.95,0.05,5289.41,1586.82,Cash,Store
IN102754,2024-04-06,Pune,Maharashtra,Electronics,5,3799.35,0.15,16147.24,3875.34,UPI,Online
IN102755,2024-02-16,Jaipur,Rajasthan,Grocery,1,560.41,0.05,532.39,117.13,UPI,Online
IN102756,2025-10-25,Hyderabad,Telangana,Grocery,1,455.71,0.0,455.71,100.26,Debit Card,Store
IN102757,2024-06-21,Mumbai,Maharashtra,Electronics,1,2705.03,0.1,2434.53,584.29,Credit Card,Store
IN102758,2024-12-12,Ahmedabad,Gujarat,Beauty,5,648.17,0.15,2754.72,881.51,UPI,Store
IN102759,2024-08-24,Kolkata,West Bengal,Electronics,5,2758.31,0.0,13791.55,3309.97,UPI,Store
IN102760,2025-06-26,Kolkata,West Bengal,Electronics,1,2936.84,0.1,2643.16,634.36,Net Banking,Online
IN102761,2024-07-31,Bengaluru,Karnataka,Beauty,1,788.77,0.1,709.89,227.16,UPI,Online
IN102762,2024-09-28,Hyderabad,Telangana,Clothing,2,1817.14,0.15,3089.14,864.96,Debit Card,Store
IN102763,2025-02-10,Lucknow,Uttar Pradesh,Electronics,2,2723.67,0.05,5174.97,1241.99,Credit Card,Online
IN102764,2024-03-18,Jaipur,Rajasthan,Grocery,3,652.53,0.0,1957.59,430.67,Debit Card,Online
IN102765,2025-07-06,Pune,Maharashtra,Grocery,4,859.51,0.05,3266.14,718.55,Debit Card,Store
IN102766,2024-05-25,Chennai,Tamil Nadu,Electronics,2,4068.73,0.1,7323.71,1757.69,Credit Card,Store
IN102767,2024-01-12,Bengaluru,Karnataka,Beauty,2,810.92,0.15,1378.56,441.14,UPI,Store
IN102768,2024-08-16,Jaipur,Rajasthan,Grocery,2,592.94,0.25,889.41,195.67,Debit Card,Online
IN102769,2025-11-21,Chennai,Tamil Nadu,Grocery,2,705.68,0.05,1340.79,294.97,UPI,Store
IN102770,2024-12-06,Chennai,Tamil Nadu,Grocery,5,842.8,0.15,3581.9,788.02,Cash,Store
IN102771,2025-11-02,Hyderabad,Telangana,Grocery,3,459.22,0.0,1377.66,303.09,Debit Card,Store
IN102772,2024-06-12,Hyderabad,Telangana,Clothing,2,1337.74,0.0,2675.48,749.13,Credit Card,Store
IN102773,2025-11-10,Mumbai,Maharashtra,Clothing,4,1753.3,0.1,6311.88,1767.33,UPI,Online
IN102774,2025-01-16,Kolkata,West Bengal,Grocery,2,628.42,0.15,1068.31,235.03,UPI,Store
IN102775,2025-12-31,Jaipur,Rajasthan,Home & Kitchen,5,2102.46,0.2,8409.84,2522.95,Debit Card,Store
IN102776,2025-08-04,Bengaluru,Karnataka,Electronics,1,3679.2,0.15,3127.32,750.56,UPI,Online
IN102777,2025-02-25,Delhi,Delhi,Grocery,1,541.81,0.0,541.81,119.2,Net Banking,Online
IN102778,2025-03-13,Bengaluru,Karnataka,Home & Kitchen,3,1786.03,0.15,4554.38,1366.31,Net Banking,Store
IN102779,2024-03-03,Mumbai,Maharashtra,Electronics,1,3417.67,0.2,2734.14,656.19,UPI,Online
IN102780,2024-09-02,Pune,Maharashtra,Electronics,2,3728.16,0.1,6710.69,1610.57,UPI,Online
IN102781,2024-02-19,Kolkata,West Bengal,Clothing,5,1728.37,0.25,6481.39,1814.79,UPI,Online
IN102782,2024-08-21,Delhi,Delhi,Grocery,3,776.07,0.0,2328.21,512.21,Net Banking,Online
IN102783,2025-06-11,Ahmedabad,Gujarat,Electronics,2,2298.89,0.2,3678.22,882.77,UPI,Online
IN102784,2025-05-30,Pune,Maharashtra,Clothing,1,1590.28,0.05,1510.77,423.02,UPI,Online
IN102785,2024-10-08,Hyderabad,Telangana,Grocery,4,665.12,0.15,2261.41,497.51,Debit Card,Store
IN102786,2025-10-30,Chennai,Tamil Nadu,Grocery,2,697.46,0.15,1185.68,260.85,UPI,Store
IN102787,2024-08-07,Ahmedabad,Gujarat,Clothing,4,1319.4,0.05,5013.72,1403.84,UPI,Store
IN102788,2024-12-13,Bengaluru,Karnataka,Clothing,4,1629.76,0.3,4563.33,1277.73,UPI,Online
IN102789,2024-12-29,Bengaluru,Karnataka,Home & Kitchen,3,2048.45,0.0,6145.35,1843.61,Debit Card,Store
IN102790,2025-07-16,Hyderabad,Telangana,Beauty,5,969.0,0.0,4845.0,1550.4,UPI,Store
IN102791,2024-02-11,Mumbai,Maharashtra,Home & Kitchen,1,2268.08,0.2,1814.46,544.34,Credit Card,Store
IN102792,2025-02-26,Jaipur,Rajasthan,Grocery,1,498.05,0.0,498.05,109.57,Cash,Online
IN102793,2024-05-14,Ahmedabad,Gujarat,Clothing,2,1253.93,0.1,2257.07,631.98,Credit Card,Online
IN102794,2024-09-15,Ahmedabad,Gujarat,Clothing,1,1430.57,0.15,1215.98,340.47,Debit Card,Store
IN102795,2024-07-09,Lucknow,Uttar Pradesh,Electronics,3,4233.9,0.2,10161.36,2438.73,UPI,Store
IN102796,2024-09-12,Pune,Maharashtra,Electronics,1,2389.68,0.25,1792.26,430.14,Credit Card,Store
IN102797,2025-05-08,Kolkata,West Bengal,Grocery,2,597.42,0.2,955.87,210.29,UPI,Store
IN102798,2024-03-13,Pune,Maharashtra,Clothing,1,1822.56,0.2,1458.05,408.25,Credit Card,Online
IN102799,2024-03-14,Jaipur,Rajasthan,Clothing,5,1797.13,0.25,6739.24,1886.99,UPI,Store
IN102800,2025-09-26,Bengaluru,Karnataka,Beauty,4,1136.17,0.1,4090.21,1308.87,UPI,Online
IN102801,2025-08-04,Bengaluru,Karnataka,Electronics,4,2881.45,0.05,10949.51,2627.88,UPI,Store
IN102802,2025-02-04,Bengaluru,Karnataka,Electronics,4,4001.42,0.15,13604.83,3265.16,UPI,Store
IN102803,2024-03-19,Lucknow,Uttar Pradesh,Electronics,5,3291.11,0.0,16455.55,3949.33,Credit Card,Store
IN102804,2024-09-04,Bengaluru,Karnataka,Grocery,3,716.86,0.0,2150.58,473.13,Credit Card,Online
IN102805,2024-07-05,Jaipur,Rajasthan,Grocery,2,555.9,0.2,889.44,195.68,UPI,Online
IN102806,2025-10-14,Hyderabad,Telangana,Clothing,5,1623.07,0.25,6086.51,1704.22,Debit Card,Store
IN102807,2025-07-09,Kolkata,West Bengal,Grocery,2,593.45,0.1,1068.21,235.01,Credit Card,Store
IN102808,2025-04-14,Jaipur,Rajasthan,Home & Kitchen,3,1662.34,0.0,4987.02,1496.11,Credit Card,Online
IN102809,2025-08-01,Kolkata,West Bengal,Home & Kitchen,5,2005.08,0.1,9022.86,2706.86,Cash,Online
IN102810,2025-03-31,Jaipur,Rajasthan,Beauty,1,770.3,0.1,693.27,221.85,UPI,Online
IN102811,2024-10-02,Bengaluru,Karnataka,Home & Kitchen,3,1522.59,0.05,4339.38,1301.81,UPI,Store
IN102812,2024-06-27,Hyderabad,Telangana,Grocery,4,610.97,0.15,2077.3,457.01,Credit Card,Store
IN102813,2024-05-08,Ahmedabad,Gujarat,Electronics,5,3858.37,0.0,19291.85,4630.04,Net Banking,Store
IN102814,2025-01-13,Pune,Maharashtra,Electronics,3,2707.34,0.1,7309.82,1754.36,Credit Card,Online
IN102815,2024-04-24,Chennai,Tamil Nadu,Electronics,3,3877.62,0.2,9306.29,2233.51,Cash,Store
IN102816,2024-11-17,Hyderabad,Telangana,Grocery,5,748.89,0.15,3182.78,700.21,Debit Card,Online
IN102817,2025-01-23,Ahmedabad,Gujarat,Home & Kitchen,4,2054.52,0.0,8218.08,2465.42,Credit Card,Online
IN102818,2025-04-08,Mumbai,Maharashtra,Grocery,4,655.58,0.1,2360.09,519.22,Debit Card,Store
IN102819,2024-07-20,Jaipur,Rajasthan,Electronics,3,3791.45,0.0,11374.35,2729.84,UPI,Online
IN102820,2025-09-20,Mumbai,Maharashtra,Grocery,2,460.71,0.25,691.06,152.03,Credit Card,Online
IN102821,2025-06-30,Ahmedabad,Gujarat,Beauty,3,808.78,0.05,2305.02,737.61,Credit Card,Store
IN102822,2025-02-12,Hyderabad,Telangana,Grocery,5,741.94,0.25,2782.28,612.1,Debit Card,Online
IN102823,2025-09-09,Jaipur,Rajasthan,Home & Kitchen,5,2415.14,0.2,9660.56,2898.17,UPI,Online
IN102824,2024-05-31,Chennai,Tamil Nadu,Home & Kitchen,5,1262.94,0.1,5683.23,1704.97,UPI,Online
IN102825,2025-10-14,Bengaluru,Karnataka,Beauty,4,928.33,0.05,3527.65,1128.85,Cash,Store
IN102826,2025-02-08,Jaipur,Rajasthan,Home & Kitchen,1,2340.89,0.2,1872.71,561.81,Debit Card,Store
IN102827,2025-05-05,Jaipur,Rajasthan,Home & Kitchen,5,2270.34,0.0,11351.7,3405.51,Net Banking,Online
IN102828,2024-06-10,Hyderabad,Telangana,Clothing,5,1001.05,0.0,5005.25,1401.47,Credit Card,Store
IN102829,2024-05-26,Hyderabad,Telangana,Electronics,2,3341.48,0.05,6348.81,1523.71,UPI,Online
IN102830,2025-02-15,Ahmedabad,Gujarat,Grocery,2,456.81,0.1,822.26,180.9,UPI,Online
IN102831,2024-09-12,Delhi,Delhi,Electronics,3,3882.32,0.05,11064.61,2655.51,Debit Card,Online
IN102832,2025-08-25,Jaipur,Rajasthan,Beauty,3,810.69,0.3,1702.45,544.78,UPI,Store
IN102833,2025-01-04,Pune,Maharashtra,Clothing,3,1676.69,0.0,5030.07,1408.42,Net Banking,Online
IN102834,2025-12-30,Jaipur,Rajasthan,Home & Kitchen,5,2365.41,0.2,9461.64,2838.49,UPI,Store
IN102835,2025-10-12,Ahmedabad,Gujarat,Clothing,2,1868.24,0.0,3736.48,1046.21,Cash,Online
IN102836,2025-11-19,Kolkata,West Bengal,Clothing,3,1793.64,0.05,5111.87,1431.32,Debit Card,Store
IN102837,2024-10-17,Mumbai,Maharashtra,Beauty,2,749.42,0.05,1423.9,455.65,Cash,Store
IN102838,2024-12-05,Bengaluru,Karnataka,Clothing,5,1157.09,0.3,4049.81,1133.95,UPI,Store
IN102839,2024-03-16,Delhi,Delhi,Clothing,5,1549.46,0.0,7747.3,2169.24,Credit Card,Store
IN102840,2025-07-22,Chennai,Tamil Nadu,Electronics,3,3371.63,0.15,8597.66,2063.44,UPI,Store
IN102841,2025-06-23,Chennai,Tamil Nadu,Grocery,5,459.03,0.05,2180.39,479.69,UPI,Store
IN102842,2025-05-19,Chennai,Tamil Nadu,Clothing,5,1336.47,0.2,5345.88,1496.85,UPI,Online
IN102843,2024-11-16,Hyderabad,Telangana,Grocery,2,838.08,0.05,1592.35,350.32,Debit Card,Online
IN102844,2025-10-23,Chennai,Tamil Nadu,Grocery,1,834.56,0.0,834.56,183.6,UPI,Store
IN102845,2024-11-02,Bengaluru,Karnataka,Home & Kitchen,4,1498.57,0.15,5095.14,1528.54,Net Banking,Online
IN102846,2024-12-12,Mumbai,Maharashtra,Home & Kitchen,3,1706.9,0.05,4864.67,1459.4,UPI,Online
IN102847,2025-01-27,Chennai,Tamil Nadu,Grocery,1,691.75,0.1,622.58,136.97,UPI,Online
IN102848,2024-07-17,Jaipur,Rajasthan,Clothing,3,1756.03,0.0,5268.09,1475.07,UPI,Online
IN102849,2025-11-06,Jaipur,Rajasthan,Home & Kitchen,1,1882.43,0.15,1600.07,480.02,Debit Card,Store
IN102850,2024-06-30,Hyderabad,Telangana,Clothing,5,1861.06,0.1,8374.77,2344.94,UPI,Online
IN102851,2024-08-27,Bengaluru,Karnataka,Grocery,3,792.6,0.0,2377.8,523.12,Cash,Store
IN102852,2024-03-06,Mumbai,Maharashtra,Clothing,1,1847.31,0.15,1570.21,439.66,Credit Card,Store
IN102853,2024-06-19,Delhi,Delhi,Home & Kitchen,4,2115.85,0.0,8463.4,2539.02,Net Banking,Store
IN102854,2025-10-06,Ahmedabad,Gujarat,Clothing,5,1778.64,0.1,8003.88,2241.09,UPI,Online
IN102855,2025-08-15,Mumbai,Maharashtra,Clothing,3,1736.21,0.15,4427.34,1239.66,Credit Card,Online
IN102856,2024-06-13,Ahmedabad,Gujarat,Grocery,3,562.25,0.25,1265.06,278.31,Debit Card,Store
IN102857,2024-03-03,Kolkata,West Bengal,Grocery,1,551.98,0.0,551.98,121.44,Cash,Store
IN102858,2024-12-20,Ahmedabad,Gujarat,Electronics,3,4037.92,0.15,10296.7,2471.21,Credit Card,Store
IN102859,2024-02-20,Pune,Maharashtra,Grocery,5,490.78,0.1,2208.51,485.87,Cash,Online
IN102860,2025-08-06,Jaipur,Rajasthan,Home & Kitchen,2,1738.02,0.1,3128.44,938.53,UPI,Online
IN102861,2024-02-12,Bengaluru,Karnataka,Beauty,1,1110.08,0.1,999.07,319.7,Debit Card,Store
IN102862,2024-11-16,Lucknow,Uttar Pradesh,Grocery,4,798.59,0.05,3034.64,667.62,UPI,Online
IN102863,2024-11-13,Hyderabad,Telangana,Clothing,3,1106.29,0.1,2986.98,836.35,UPI,Store
IN102864,2024-08-03,Pune,Maharashtra,Clothing,5,1423.82,0.15,6051.24,1694.35,UPI,Store
IN102865,2024-07-09,Ahmedabad,Gujarat,Home & Kitchen,3,1821.4,0.1,4917.78,1475.33,Cash,Store
IN102866,2025-10-31,Chennai,Tamil Nadu,Home & Kitchen,4,1638.75,0.0,6555.0,1966.5,Net Banking,Online
IN102867,2025-05-04,Bengaluru,Karnataka,Clothing,5,1814.63,0.05,8619.49,2413.46,UPI,Store
IN102868,2024-03-30,Pune,Maharashtra,Electronics,4,3598.48,0.05,13674.22,3281.81,Cash,Store
IN102869,2025-02-25,Hyderabad,Telangana,Home & Kitchen,5,2406.82,0.05,11432.4,3429.72,Credit Card,Store
IN102870,2025-05-05,Jaipur,Rajasthan,Clothing,2,1040.76,0.0,2081.52,582.83,Debit Card,Store
IN102871,2025-09-07,Bengaluru,Karnataka,Clothing,5,1338.86,0.1,6024.87,1686.96,UPI,Store
IN102872,2025-07-16,Hyderabad,Telangana,Electronics,4,3977.09,0.15,13522.11,3245.31,Credit Card,Store
IN102873,2024-09-10,Kolkata,West Bengal,Clothing,1,1364.64,0.0,1364.64,382.1,UPI,Store
IN102874,2024-04-16,Kolkata,West Bengal,Clothing,2,1218.31,0.15,2071.13,579.92,UPI,Online
IN102875,2024-10-20,Hyderabad,Telangana,Home & Kitchen,3,2427.43,0.25,5461.72,1638.52,Credit Card,Online
IN102876,2025-05-25,Pune,Maharashtra,Clothing,2,1774.54,0.0,3549.08,993.74,Cash,Online
IN102877,2024-08-23,Bengaluru,Karnataka,Clothing,2,1477.29,0.0,2954.58,827.28,Credit Card,Online
IN102878,2025-05-12,Pune,Maharashtra,Clothing,3,1491.16,0.1,4026.13,1127.32,Net Banking,Online
IN102879,2024-12-21,Delhi,Delhi,Grocery,5,457.9,0.05,2175.02,478.5,Cash,Online
IN102880,2025-09-08,Ahmedabad,Gujarat,Electronics,2,4280.47,0.15,7276.8,1746.43,UPI,Store
IN102881,2024-10-30,Delhi,Delhi,Grocery,2,795.66,0.05,1511.75,332.58,UPI,Online
IN102882,2025-06-15,Kolkata,West Bengal,Grocery,1,470.52,0.05,446.99,98.34,Debit Card,Online
IN102883,2025-05-06,Jaipur,Rajasthan,Electronics,1,2606.77,0.0,2606.77,625.62,Net Banking,Online
IN102884,2025-08-06,Mumbai,Maharashtra,Electronics,4,3947.74,0.05,15001.41,3600.34,Net Banking,Store
IN102885,2024-04-26,Ahmedabad,Gujarat,Electronics,3,2420.68,0.05,6898.94,1655.75,Debit Card,Online
IN102886,2025-01-01,Kolkata,West Bengal,Grocery,5,852.9,0.05,4051.27,891.28,Credit Card,Online
IN102887,2025-10-03,Pune,Maharashtra,Home & Kitchen,5,2429.87,0.0,12149.35,3644.81,Debit Card,Online
IN102888,2025-04-03,Pune,Maharashtra,Electronics,4,4083.78,0.1,14701.61,3528.39,UPI,Store
IN102889,2024-04-29,Pune,Maharashtra,Beauty,5,1062.26,0.05,5045.73,1614.63,UPI,Store
IN102890,2024-07-31,Jaipur,Rajasthan,Electronics,5,3253.55,0.2,13014.2,3123.41,Debit Card,Store
IN102891,2024-07-01,Delhi,Delhi,Home & Kitchen,1,1356.44,0.05,1288.62,386.59,Cash,Online
IN102892,2025-10-07,Mumbai,Maharashtra,Grocery,5,763.61,0.05,3627.15,797.97,Net Banking,Store
IN102893,2024-12-04,Pune,Maharashtra,Grocery,5,622.68,0.0,3113.4,684.95,UPI,Store
IN102894,2025-04-22,Lucknow,Uttar Pradesh,Grocery,4,695.92,0.15,2366.13,520.55,Cash,Online
IN102895,2025-05-08,Ahmedabad,Gujarat,Grocery,4,578.96,0.1,2084.26,458.54,Cash,Online
IN102896,2024-08-18,Bengaluru,Karnataka,Home & Kitchen,2,1543.32,0.0,3086.64,925.99,Debit Card,Online
IN102897,2024-12-29,Lucknow,Uttar Pradesh,Home & Kitchen,5,1639.43,0.05,7787.29,2336.19,UPI,Store
IN102898,2025-03-21,Mumbai,Maharashtra,Grocery,5,798.84,0.3,2795.94,615.11,Debit Card,Online
IN102899,2025-04-28,Jaipur,Rajasthan,Electronics,5,3127.1,0.2,12508.4,3002.02,Credit Card,Online
IN102900,2024-09-02,Mumbai,Maharashtra,Electronics,1,2888.35,0.05,2743.93,658.54,Debit Card,Online
IN102901,2024-08-12,Bengaluru,Karnataka,Home & Kitchen,5,1766.58,0.1,7949.61,2384.88,Debit Card,Online
IN102902,2024-06-05,Ahmedabad,Gujarat,Grocery,1,468.64,0.1,421.78,92.79,Cash,Store
IN102903,2025-09-22,Bengaluru,Karnataka,Grocery,2,831.28,0.0,1662.56,365.76,UPI,Store
IN102904,2025-08-28,Hyderabad,Telangana,Grocery,3,688.12,0.15,1754.71,386.04,UPI,Store
IN102905,2024-12-30,Ahmedabad,Gujarat,Home & Kitchen,5,1382.65,0.15,5876.26,1762.88,Credit Card,Online
IN102906,2024-07-04,Mumbai,Maharashtra,Grocery,4,576.85,0.1,2076.66,456.87,UPI,Online
IN102907,2025-05-09,Pune,Maharashtra,Home & Kitchen,4,2410.76,0.2,7714.43,2314.33,Net Banking,Online
IN102908,2024-07-03,Mumbai,Maharashtra,Home & Kitchen,5,1953.88,0.1,8792.46,2637.74,UPI,Store
IN102909,2025-01-21,Mumbai,Maharashtra,Clothing,1,1245.18,0.0,1245.18,348.65,Credit Card,Store
IN102910,2024-10-06,Ahmedabad,Gujarat,Clothing,4,1367.97,0.05,5198.29,1455.52,Cash,Store
IN102911,2025-04-26,Hyderabad,Telangana,Home & Kitchen,4,1562.42,0.1,5624.71,1687.41,UPI,Online
IN102912,2024-09-21,Mumbai,Maharashtra,Clothing,2,1008.94,0.0,2017.88,565.01,Cash,Online
IN102913,2025-10-31,Lucknow,Uttar Pradesh,Beauty,2,1122.59,0.1,2020.66,646.61,Credit Card,Online
IN102914,2024-12-17,Kolkata,West Bengal,Electronics,2,2848.36,0.0,5696.72,1367.21,UPI,Store
IN102915,2025-08-11,Chennai,Tamil Nadu,Electronics,4,3983.89,0.05,15138.78,3633.31,Net Banking,Store
IN102916,2024-03-22,Chennai,Tamil Nadu,Beauty,4,909.96,0.2,2911.87,931.8,UPI,Store
IN102917,2024-06-29,Mumbai,Maharashtra,Grocery,5,532.27,0.3,1862.94,409.85,Credit Card,Store
IN102918,2024-12-07,Lucknow,Uttar Pradesh,Clothing,5,1709.7,0.1,7693.65,2154.22,UPI,Online
IN102919,2024-07-14,Pune,Maharashtra,Home & Kitchen,1,1701.22,0.15,1446.04,433.81,UPI,Online
IN102920,2024-02-29,Jaipur,Rajasthan,Grocery,4,754.02,0.2,2412.86,530.83,Cash,Online
IN102921,2024-05-30,Jaipur,Rajasthan,Grocery,5,808.73,0.15,3437.1,756.16,Debit Card,Online
IN102922,2024-03-01,Ahmedabad,Gujarat,Electronics,5,4243.01,0.0,21215.05,5091.61,UPI,Online
IN102923,2025-10-08,Chennai,Tamil Nadu,Home & Kitchen,2,1360.4,0.1,2448.72,734.62,Debit Card,Store
IN102924,2025-03-03,Mumbai,Maharashtra,Home & Kitchen,2,1269.81,0.1,2285.66,685.7,Cash,Store
IN102925,2024-11-26,Jaipur,Rajasthan,Electronics,2,3380.72,0.05,6423.37,1541.61,Cash,Online
IN102926,2024-02-08,Mumbai,Maharashtra,Home & Kitchen,3,1569.16,0.0,4707.48,1412.24,Credit Card,Online
IN102927,2024-09-09,Ahmedabad,Gujarat,Home & Kitchen,5,1808.85,0.15,7687.61,2306.28,Cash,Online
IN102928,2025-09-09,Chennai,Tamil Nadu,Grocery,2,485.7,0.0,971.4,213.71,Credit Card,Store
IN102929,2024-08-20,Bengaluru,Karnataka,Grocery,2,666.92,0.05,1267.15,278.77,Debit Card,Online
IN102930,2024-12-19,Kolkata,West Bengal,Clothing,4,1093.62,0.05,4155.76,1163.61,Net Banking,Online
IN102931,2024-06-18,Kolkata,West Bengal,Clothing,2,1743.11,0.0,3486.22,976.14,UPI,Store
IN102932,2024-08-04,Jaipur,Rajasthan,Home & Kitchen,4,2148.6,0.2,6875.52,2062.66,UPI,Store
IN102933,2024-12-13,Kolkata,West Bengal,Home & Kitchen,1,1346.67,0.15,1144.67,343.4,UPI,Online
IN102934,2025-06-09,Bengaluru,Karnataka,Grocery,2,808.36,0.2,1293.38,284.54,UPI,Store
IN102935,2025-02-14,Mumbai,Maharashtra,Grocery,4,592.29,0.1,2132.24,469.09,UPI,Store
IN102936,2025-06-11,Ahmedabad,Gujarat,Electronics,2,2973.95,0.1,5353.11,1284.75,Debit Card,Store
IN102937,2025-12-31,Bengaluru,Karnataka,Electronics,1,2613.99,0.15,2221.89,533.25,Credit Card,Online
IN102938,2025-11-11,Ahmedabad,Gujarat,Clothing,2,1740.13,0.05,3306.25,925.75,UPI,Online
IN102939,2025-06-09,Ahmedabad,Gujarat,Electronics,4,3081.79,0.1,11094.44,2662.67,UPI,Store
IN102940,2024-08-30,Chennai,Tamil Nadu,Grocery,1,475.63,0.1,428.07,94.18,UPI,Online
IN102941,2024-01-08,Mumbai,Maharashtra,Clothing,1,1859.29,0.25,1394.47,390.45,Credit Card,Store
IN102942,2024-10-09,Lucknow,Uttar Pradesh,Home & Kitchen,1,1559.39,0.2,1247.51,374.25,Debit Card,Store
IN102943,2025-09-14,Kolkata,West Bengal,Clothing,3,1831.92,0.0,5495.76,1538.81,UPI,Store
IN102944,2025-07-05,Lucknow,Uttar Pradesh,Grocery,4,582.27,0.0,2329.08,512.4,Net Banking,Online
IN102945,2025-08-02,Chennai,Tamil Nadu,Grocery,3,806.28,0.15,2056.01,452.32,Credit Card,Online
IN102946,2025-09-26,Ahmedabad,Gujarat,Electronics,1,3621.58,0.0,3621.58,869.18,Net Banking,Online
IN102947,2024-06-14,Jaipur,Rajasthan,Electronics,3,4031.47,0.0,12094.41,2902.66,UPI,Store
IN102948,2024-07-21,Kolkata,West Bengal,Clothing,2,1868.27,0.0,3736.54,1046.23,Debit Card,Online
IN102949,2025-10-01,Kolkata,West Bengal,Beauty,3,1139.82,0.05,3248.49,1039.52,Debit Card,Online
IN102950,2024-12-29,Mumbai,Maharashtra,Electronics,5,3079.62,0.1,13858.29,3325.99,Cash,Online
IN102951,2024-05-31,Hyderabad,Telangana,Home & Kitchen,1,2212.97,0.1,1991.67,597.5,Debit Card,Online
IN102952,2025-02-28,Delhi,Delhi,Beauty,1,1046.32,0.3,732.42,234.37,Net Banking,Online
IN102953,2025-10-19,Delhi,Delhi,Home & Kitchen,4,1332.08,0.1,4795.49,1438.65,Debit Card,Online
IN102954,2025-07-14,Delhi,Delhi,Clothing,2,1826.08,0.05,3469.55,971.47,Cash,Store
IN102955,2025-04-13,Hyderabad,Telangana,Beauty,4,902.59,0.1,3249.32,1039.78,Cash,Online
IN102956,2025-02-13,Mumbai,Maharashtra,Electronics,3,2519.66,0.05,7181.03,1723.45,Debit Card,Online
IN102957,2025-05-29,Hyderabad,Telangana,Clothing,5,1367.09,0.25,5126.59,1435.45,Credit Card,Store
IN102958,2024-09-07,Delhi,Delhi,Beauty,5,982.84,0.05,4668.49,1493.92,UPI,Store
IN102959,2024-03-17,Chennai,Tamil Nadu,Grocery,5,697.07,0.3,2439.74,536.74,Cash,Online
IN102960,2025-02-25,Bengaluru,Karnataka,Clothing,5,1503.06,0.1,6763.77,1893.86,Credit Card,Online
IN102961,2025-01-19,Ahmedabad,Gujarat,Clothing,2,1212.81,0.2,1940.5,543.34,Debit Card,Store
IN102962,2025-01-13,Hyderabad,Telangana,Clothing,3,1555.76,0.15,3967.19,1110.81,UPI,Online
IN102963,2024-08-15,Mumbai,Maharashtra,Grocery,5,838.38,0.25,3143.92,691.66,Credit Card,Online
IN102964,2024-04-27,Mumbai,Maharashtra,Clothing,1,1333.69,0.15,1133.64,317.42,Debit Card,Online
IN102965,2024-09-23,Lucknow,Uttar Pradesh,Beauty,3,998.89,0.1,2697.0,863.04,Credit Card,Online
IN102966,2024-08-22,Bengaluru,Karnataka,Beauty,2,772.73,0.15,1313.64,420.36,Credit Card,Store
IN102967,2024-06-16,Jaipur,Rajasthan,Home & Kitchen,5,1316.49,0.2,5265.96,1579.79,UPI,Store
IN102968,2025-12-05,Kolkata,West Bengal,Clothing,2,1513.02,0.2,2420.83,677.83,UPI,Store
IN102969,2025-11-26,Delhi,Delhi,Grocery,5,475.09,0.05,2256.68,496.47,Debit Card,Online
IN102970,2025-06-05,Jaipur,Rajasthan,Beauty,1,1053.3,0.05,1000.63,320.2,UPI,Online
IN102971,2024-12-02,Lucknow,Uttar Pradesh,Home & Kitchen,3,2044.31,0.0,6132.93,1839.88,Debit Card,Store
IN102972,2024-11-22,Delhi,Delhi,Clothing,1,1316.09,0.05,1250.29,350.08,Credit Card,Online
IN102973,2024-12-24,Bengaluru,Karnataka,Electronics,5,3095.48,0.2,12381.92,2971.66,Net Banking,Online
IN102974,2025-03-23,Lucknow,Uttar Pradesh,Electronics,4,4148.94,0.0,16595.76,3982.98,UPI,Store
IN102975,2025-10-14,Delhi,Delhi,Grocery,3,460.55,0.1,1243.49,273.57,UPI,Store
IN102976,2025-06-17,Bengaluru,Karnataka,Grocery,2,693.0,0.15,1178.1,259.18,Credit Card,Online
IN102977,2025-12-05,Pune,Maharashtra,Home & Kitchen,5,2340.33,0.2,9361.32,2808.4,Credit Card,Store
IN102978,2025-08-26,Jaipur,Rajasthan,Clothing,1,1811.73,0.1,1630.56,456.56,UPI,Online
IN102979,2024-04-06,Jaipur,Rajasthan,Electronics,4,3456.08,0.0,13824.32,3317.84,Cash,Online
IN102980,2025-10-14,Kolkata,West Bengal,Clothing,5,1326.92,0.25,4975.95,1393.27,Credit Card,Online
IN102981,2025-07-03,Bengaluru,Karnataka,Clothing,2,1070.0,0.0,2140.0,599.2,UPI,Store
IN102982,2024-09-12,Hyderabad,Telangana,Electronics,1,2601.47,0.15,2211.25,530.7,UPI,Store
IN102983,2025-03-17,Pune,Maharashtra,Grocery,3,742.16,0.0,2226.48,489.83,Cash,Store
IN102984,2025-02-12,Chennai,Tamil Nadu,Grocery,4,462.03,0.0,1848.12,406.59,UPI,Online
IN102985,2024-03-25,Delhi,Delhi,Home & Kitchen,5,2293.68,0.2,9174.72,2752.42,UPI,Online
